title,text,subject,date
Hillary Clinton says her family's foundation is looking for partners,"WASHINGTON (Reuters) - U.S. Democratic presidential nominee Hillary Clinton said on Friday the Clinton Foundation was seeking other organizations to  partner with as it looks to wind down some of its charitable work, but defended her work as secretary of state as independent from her family’s foundation. Clinton has come under fire in recent days amid questions over the charity and its donors given her role heading the State Department from 2009 to early 2013. Critics have accused her of running a “pay-for-play” operation, a charge she and the foundation have denied. Even some supporters have said Clinton faces a perception problem over the issue.  “I know the foundation is looking for partners, but that’s going to take some time to carry out,” Clinton said in an interview on MSNBC. “Winding down some of these programs takes time. You don’t just turn on and off ... a switch. Even trying to negotiate with partner groups takes a lot of serious effort.”  “My work as secretary of state was not influenced by any outside forces. I made policy decisions based on what I thought was right to keep Americans safe and to protect our interests abroad. I believe my aides also acted appropriately,” she said.  Several media editorial boards this week noted the foundation’s philanthropic efforts in areas such as global health and HIV/AIDS, but urged the foundation - formally called the Bill, Hillary & Chelsea Clinton Foundation - to transfer the work to other large U.S. charities. Former President Bill Clinton, who helped establish the global charity after serving two terms in the White House, would resign from the board if his wife wins the Nov. 8  election, the foundation announced last week. It also said it would stop accepting some foreign and corporate donations. Hillary Clinton’s Republican rival for the White House, Donald Trump, and other Republicans have called for a special prosecutor to probe the charity for possible corruption, an accusation her campaign has called a groundless political smear. ",politicsNews,"August 26, 2016 "
"Islamic State claims responsibility for blast in Afghan capital, Kabul","CAIRO (Reuters) - Islamic State claimed responsibility for an explosion on Monday carried by a suicide bomber near a compound of Afghanistan s national intelligence agency in the capital, Kabul, the group said on its Amaq news agency. The blast, close to the entrance of the security agency compound, killed at least three people and wounded one, Afghan government officials said. ",worldnews,"December 25, 2017 "
"Britain has 10-day ""absolute deadline"" to deliver on key Brexit issues: Tusk","BRUSSELS (Reuters) - Britain has only 10 days left to deliver on all three areas of its divorce terms with the European Union if London wants to start talks on a transition period after Brexit and a future relationship, the chairman of EU leaders Donald Tusk said.  We need to see progress from UK within 10 days on all issues, including on Ireland,  Tusk tweeted on Friday after a meeting with British Prime Minister Theresa May in Brussels.  Sufficient progress in Brexit talks at December council is possible but still a huge challenge,  he said on Twitter. An EU official said that May agreed in the one-hour discussions that Dec. 4 was the  absolute deadline  to allow the EU s Brexit negotiator Michel Barnier to recommend moving onto the next stage on trade and future ties.  Tusk presented the timeline ahead of the December European Council, with Dec. 4 as the absolute deadline for the UK to make additional efforts, allowing Barnier to be in a position to recommend sufficient progress,  the official said.   May agreed to this timeframe,  the official said. The official said Tusk had warned that if there was no progress within next 10 days, that would make moving forward impossible. The official said that the way Ireland s border with Northern Ireland functioned after Britain leaves the EU in March 2019 was still an issue.   The UK will need to give credible assurances as to how to avoid a hard border before Dec. 4, as it is still unclear how this can be done,  the official said. ",worldnews,"November 24, 2017 "
Trump's offer to Russia: an end to sanctions for nuclear arms cut - London Times,"LONDON (Reuters) - U.S. President-elect Donald Trump will propose offering to end sanctions imposed on Russia over its annexation of Crimea in return for a nuclear arms reduction deal with Moscow, he told The Times of London. Criticizing previous U.S. foreign policy in an interview published on Monday, he described the U.S.-led invasion of Iraq in 2003 as possibly the gravest error in the history of the United States and akin to “throwing rocks into a beehive”. But Trump, who will be inaugurated on Friday as the 45th U.S. president, raised the prospect of the first big nuclear arms control agreement with Moscow since the Strategic Arms Reduction Treaty signed by President Barack Obama in 2010. “They have sanctions on Russia — let’s see if we can make some good deals with Russia,” the Republican president-elect was quoted as saying by The Times. “For one thing, I think nuclear weapons should be way down and reduced very substantially, that’s part of it. But Russia’s hurting very badly right now because of sanctions, but I think something can happen that a lot of people are gonna benefit.” The United States and Russia are by far the world’s biggest nuclear powers. The United States has 1,367 nuclear warheads on deployed strategic missiles and bombers, and Russia has 1,796 such deployed warheads, according to the latest published assessment by the U.S. State Department. Under the 2010 New START treaty, Russia and the United States agreed to limit the number of long-range, strategic nuclear weapons they can deploy.  Trump has said he will seek to improve relations with Moscow despite criticism that he is too eager to make an ally of Russian President Vladimir Putin.  The United States and other Western powers imposed sanctions on Russia in 2014 over its annexation of the Crimea peninsula from Ukraine and its support for pro-Russia separatists in eastern Ukraine.  Asked whether he would trust German Chancellor Angela Merkel or Putin more, Trump said: “Well, I start off trusting both —but let’s see how long that lasts. It may not last long at all.” His relations with Moscow have faced renewed scrutiny after an unsubstantiated report that Russia had collected compromising information about Trump. The information was summarized in a U.S. intelligence report which was presented to Trump and Obama this month. The report concluded Russia tried to sway the outcome of the Nov. 8 election in Trump’s favor by hacking and other means. It did not make an assessment on whether Russia’s attempts affected the election’s outcome. Trump accused U.S. intelligence agencies of leaking the  information from the unverified dossier, which he called “fake news” and phony stuff.” Intelligence leaders denied the charge and Moscow has dismissed the accusations against it. In the interview with The Times, Trump was also critical of Russia’s intervention in Syria’s civil war which, along with the help of Iran, has tilted the conflict in President Bashar al-Assad’s favor. “I think it’s a very rough thing,” Trump said of Russian intervention in Syria. “Aleppo has been such a terrible humanitarian situation.” The war has killed more than 300,000 people, created the world’s worst refugee crisis and aided the rise of the Islamic State militant group. On NATO, Trump repeated his view that the military alliance was obsolete but said it was still very important for him. “I took such heat, when I said NATO was obsolete,” Trump told The Times, referring to comments he made during his presidential election campaign. “It’s obsolete because it wasn’t taking care of terror. I took a lot of heat for two days. And then they started saying Trump is right.” Trump said many NATO member states were not paying their fair share for U.S. protection. “A lot of these countries aren’t paying what they’re supposed to be paying, which I think is very unfair to the United States,” Trump said. “With that being said, NATO is very important to me. There’s five countries that are paying what they’re supposed to. Five. It’s not much.” Trump said he would appoint his son-in-law, Jared Kushner, to try to broker a Middle East peace deal, urged Britain to veto any new U.N. Security Council resolution critical of Israel and criticized Obama’s handling of the deal between Iran and six  world powers including the United States which curbed Tehran’s nuclear program.  On Britain’s vote to leave the European Union, Trump said: “Brexit is going to end up being a great thing” and said he was eager to get a trade deal done with the United Kingdom.  ",politicsNews,"January 15, 2017 "
"Trump hires Republican insider, conservative firebrand for White House","WASHINGTON (Reuters) - President-elect Donald Trump on Sunday picked Reince Priebus, a Washington insider who heads the Republican National Committee, as White House chief of staff, signaling a willingness to work with Congress to advance his agenda when he takes office in January. But while giving the influential post to the low-key  Priebus, Trump handed another senior White House job to rabble-rousing conservative media figure Stephen Bannon, his campaign chairman who helped engineer his surprise victory on Tuesday over Democrat Hillary Clinton. Priebus is a friend of U.S. House of Representatives Speaker Paul Ryan, who distanced himself from Trump during the campaign but embodies the Republican establishment in Washington and will play a critical role in shepherding Trump’s agenda in Congress. Both Priebus and Ryan are from Wisconsin. But Bannon, former head of the right-wing Breitbart News website, has been fiercely critical of Ryan. Trump’s statement announcing the appointments said Bannon and Priebus would be “working as equal partners to transform the federal government,” with Bannon serving as chief strategist and senior counselor to the president. The White House chief of staff serves as a gatekeeper and agenda-setter for the president, but Trump’s statement mentioned Bannon’s job first. “I am thrilled to have my very successful team continue with me in leading our country,” Trump said in a statement. “Steve and Reince are highly qualified leaders who worked well together on our campaign and led us to a historic victory. Now I will have them both with me in the White House.” Before joining Trump’s team, Bannon spearheaded Breitbart’s shift into a forum for the “alt-right,” a loose online confederation of neo-Nazis, white supremacists and anti-Semitics. Bannon’s hiring by Trump’s campaign this year signaled the businessman’s dedication to operating outside the norms of Washington. Under Bannon’s leadership, the Breitbart site presented a number of conspiracy theories about Clinton as well as Republicans deemed to be lacking in conservative bona fides.  Critics have accused Bannon of harboring anti-Semitic and white nationalist sentiments. In a 2007 court filing during divorce proceedings, Bannon’s former wife accused him of making anti-Semitic comments on at least three occasions.  As head of Breitbart, he repeatedly attacked the Republican Party establishment including Ryan, alienating many veteran Republicans. Bannon showed his willingness to engage in brutal political tactics when he instigated the appearance before a presidential debate of three women who said they had been sexually abused by his Democratic rival’s husband, former President Bill Clinton. Trump, who will succeed Democratic President Barack Obama on Jan. 20, has been contemplating the candidates for top jobs in the White House and in various Cabinet positions since Tuesday’s victory. Priebus’ appointment could anger some hardline Trump supporters who were counting on Trump to keep his campaign promise to “drain the swamp” of business-as-usual Washington insiders. Priebus is a longtime Wisconsin political operative who was credited with marshaling party resources for Trump’s White House bid. The Republican National Committee stepped in and ran most of the party’s get-out-the-vote effort this year in the absence of such an operation by the Trump campaign. While some Republicans fled from Trump during the campaign, Priebus was unwavering in his backing for the New York real estate developer. Priebus frequently traveled with Trump on the campaign trail and was seen as a positive force who helped rein in the unpredictable Trump in the closing weeks. Trump made his high regard for Priebus known on election night when he pulled him to the microphone to take a bow for his campaign efforts. Trump and his advisers already have hedged on some of his major campaign promises, including on immigration, healthcare and appointing a special prosecutor to investigate Clinton. Trump, in an interview that aired on Sunday, backed away from his promise to build a wall on the U.S.-Mexican border, saying some areas could instead be “fencing.” Trump, whose pledge to force Mexico to pay for a border wall was a centerpiece of his White House, said in “certain areas” he would accept fencing instead of a brick-and-mortar wall, according to his interview with the CBS program “60 Minutes.” “But certain areas, a wall is more appropriate. I’m very good at this, it’s called construction, there could be some fencing,” he said. In the “60 Minutes” interview, Trump said Americans alarmed by his election had nothing to fear. “Don’t be afraid. We are going to bring our country back. But certainly, don’t be afraid,” he said. Demonstrators in major U.S. cities took to the streets on Sunday for a fifth straight day to protest against Trump. Trump said in the interview that once he takes office, he would remove immigrants with criminal records who are in the country illegally. During the campaign, Trump said he would deport the estimated 11 million immigrants in the country illegally, most of whom are Hispanic. Ryan on Sunday backed away from Trump’s promise during the campaign of a “deportation force” to round up and deport immigrants in the country illegally. “We are not planning on erecting a deportation force. Donald Trump’s not planning on that,” Ryan told CNN’s “State of the Union” program. “I think we should put people’s minds at ease. That is not what our focus is. That is not what we’re focused on. We’re focused on securing the border.” ",politicsNews,"November 13, 2016 "
Kaspersky says it obtained suspected NSA hacking code from U.S. computer," SAN FRANCISCO (Reuters) - Moscow-based antivirus software maker Kaspersky Lab said on Wednesday that its security software had taken source code for a secret American hacking tool from a personal computer in the United States.  In September, U.S. officials ordered Kaspersky’s products removed from government computers, saying the firm was vulnerable to Kremlin influence and that using the software could jeopardize national security.  After that announcement, the Wall Street Journal reported on Oct. 5 that hackers working for the Russian government appeared to have targeted a National Security Agency (NSA) worker by using Kaspersky software to identify classified files in 2015. The New York Times reported on Oct. 10 that Israeli officials reported the operation to the United States after they hacked into Kaspersky's network.  The Russian government has denied any involvement.  Kaspersky began an internal inquiry in a bid to restore trust. On Wednesday, it said it had stumbled on the code in 2014 when the consumer version of its popular software flagged a zip file as malicious on a U.S. computer.  While reviewing the file’s contents, a Kaspersky analyst discovered it contained the source code for a hacking tool later attributed to what Kaspersky calls the Equation Group. The software removed the file and the analyst reported the matter to Chief Executive Eugene Kaspersky, who ordered that the copy of the code be destroyed, the company said.  Kaspersky said it assumed the 2014 source code episode was connected to the NSA’s loss of files described in media reports.  “We deleted the archive because we don’t need the source code to improve our protection technologies and because of concerns regarding the handling of classified materials,” said Kaspersky spokeswoman Sarah Kitsos.  Source code, which is normally hidden and gives instructions to computers, would have posed no danger to the Kaspersky customer.  Former employees told Reuters in July that the company had on rare occasions removed uninfected files. Kaspersky spokeswoman Yuliya Shlychkova on Wednesday said removals of such uninfected material happen “extremely rarely.”  Kaspersky said no third parties saw the code, though the media reports said the spy tool had ended up in the hands of the Russian government.  Kaspersky denied the Journal’s report that its programs searched for keywords including “top secret.”  The company said it found no evidence that it had been hacked by Russian spies or anyone except the Israelis, though it suggested others could have obtained the tools by hacking into the American’s computer through a back door it later spotted there.  The NSA declined to comment on Kaspersky’s review.  The new 2014 date of the incident is of interest because Kaspersky only announced its discovery of an espionage campaign by the Equation Group in February 2015. At that time, Reuters cited former NSA employees who said that Equation Group was an NSA project.  Kaspersky’s Equation Group report was one of its most celebrated findings, since it indicated that the group could infect firmware on most computers. That gave the NSA almost undetectable presence.  Shlychkova said the American machine’s files were found before the big Equation Group announcement but after Kaspersky had discovered Equation software on a machine in the Middle East. She said that occurred in March 2014.  Democratic Senator Jeanne Shaheen, who led calls in the U.S. Congress to purge Kaspersky products from federal government networks, on Wednesday sent a letter to DHS acting Secretary Elaine Duke and Director of National Intelligence Dan Coats, urging the U.S. government to declassify information about Kaspersky products.  The step was necessary, Shaheen wrote, “to allow the American people to make informed decisions about risks to their privacy and security.”  Also on Tuesday, Democratic Senator Claire McCaskill sent a separate letter to DHS asking what was being done to ensure federal agencies were complying with the ban on Kaspersky products.  Kaspersky’s consumer anti-virus software has won high marks from reviewers.  The company said Monday it would submit the source code of its software and future updates for inspection by independent parties.  ",politicsNews,"October 25, 2017 "
'Significant gaps' in talks on Northern Ireland power-sharing: UK PM May's spokesman,"LONDON (Reuters) - Talks on restoring a power-sharing government in Northern Ireland are making progress but there are  significant gaps   between the province s two main political parties, Prime Minister Theresa May s spokesman said on Monday.  The talks are still ongoing, we are still working with the parties on reaching an agreement. We have had progress but there are still significant gaps which remain,  the spokesman told reporters.  We don t want to see a return to direct rule.  ",worldnews,"October 30, 2017 "
Illinois governor's bid to sell state-owned high-rise gains boost,"CHICAGO (Reuters) - One of the key players in Illinois’ unending financial plight extended a peace offering to Republican Governor Bruce Rauner on Friday by opening a legislative avenue for the possible sale of the state’s main office building in downtown Chicago. Democratic House Speaker Michael Madigan announced a legislative committee would explore a Rauner request to sell the state’s aging James R. Thompson Center high-rise in Chicago’s famed Loop business district. Madigan’s offer follows a renewed call this week by the governor for the state to dump the aging office building in a move he said could yield as much as $220 million for Illinois’ depleted treasury. Crippled by feuding between Madigan and Rauner, Illinois is limping through a record-setting second consecutive fiscal year without a complete budget. Rauner and the Democratic-led legislature have allowed the state to veer deeper into budgetary no-man’s land by permitting a six-month fiscal 2017 budget to expire on Dec. 31. “While technical questions pertaining to the sale remain, it is my intention to work with the governor on developing a course of action for the Thompson Center that best serves the interests of the people of Illinois,” Madigan said in a statement. The long-serving House speaker said his move was in keeping with “my commitment to work cooperatively with the governor.” A Rauner spokeswoman said the governor is “encouraged” by the speaker’s move and called a sale of the building “a good deal for taxpayers.” Opened in 1985, the 16-story Thompson Center houses about 2,000 government workers and was designed by award-winning architect Helmut Jahn. Named after a former Illinois Republican governor who served for 14 years, the building has faced recurring heating and cooling problems and has been neglected by the state for much of its three-decade lifespan.  In October 2015, Rauner said $100 million was needed for deferred maintenance and repairs. By contrast, ridding the state of the complex would return a new development to Chicago’s property tax rolls, perhaps generating $45 million annually for the city, the governor’s office said on Friday. In his budget address on Wednesday, Rauner urged lawmakers to permit the building’s sale, saying it could help close an estimated $4.57 billion state budget deficit in fiscal 2018 and generate revenue elsewhere. “Everyone benefits from the sale,” he said. “The city of Chicago stands to gain major new property tax revenue, along with the jobs that come with a massive development.” ",politicsNews,"February 17, 2017 "
South Korean 'nut rage' executive remains free after court upholds suspended sentence,"SEOUL (Reuters) - A former Korean Air Lines executive who went into a rage on an aircraft over the way she was served nuts in first class avoided jail on Thursday when South Korea s Supreme Court upheld her 10-month suspended sentence. Heather Cho had been charged with, among others, violation of aviation law in 2015 after she took issue with the way she was served nuts and forced the Korean Air Lines plane to return to its gate in a New York airport in December 2014. The incident became a national scandal in South Korea, as Cho is the daughter of the chairman of Hanjin Group, the conglomerate of which Korean Air is an affiliate. Cho stepped down from her role as Korean Air Lines vice president and attempted to apologize to crew members.  The Supreme Court upheld an appeals court ruling that said forcing an on-the-ground plane to return to its gate cannot be seen as  route deviation,  but found Cho guilty of abusive language and actions against cabin crew and forcing a crew member to disembark.  Cho was originally sentenced to one year in jail, but has been free from custody since May 2015, when the appeals court suspended her sentence. ",worldnews,"December 21, 2017 "
"China confirms will amend party constitution, likely to include Xi's theories","BEIJING (Reuters) - China s ruling Communist Party has agreed to amend the party constitution, expected to embed President Xi Jinping s political thought, ahead of next week s five-yearly party congress in which Xi will tighten his grip on power.    The party s Central Committee, the largest of its elite ruling bodies, on Saturday passed a previously announced proposal to amend the constitution which will now be put to the Congress for formal approval. A lengthy communique released by the party via state media offered praise for the past five years under Xi s leadership, especially success in the fight against corruption, but did not say what wording would be inserted into the party constitution. A key measure of Xi s power will be whether he manages to have his name  crowned  in the party constitution, elevating him to the level of previous leaders exemplified by Mao Zedong Thought and Deng Xiaoping Theory. Xi s more recent predecessors, Jiang Zemin and Hu Jintao, both had the party constitution amended to include their guiding thoughts, but without their names directly attached. Jiang has his  Three Represents , which embraced private entrepreneurs, written in, while Hu, Xi s immediate predecessor, had his economic doctrine of  scientific development  included. In the section of the communique mentioning former leaders  theories, there was a reference to  the spirit of General Secretary Xi Jinping s series of important speeches and new concepts, new thinking and new strategy on governing , signalling that could be the phrasing used.  The party has also been pushing Xi s  Four Comprehensives,  which refer to China working  comprehensively  to build a moderately prosperous society and strengthen reforms, rule of law and party discipline, as well as the  Four Greats , which focus on party building and national rejuvenation. The four-day Central Committee plenary meeting also approved reports by the party s corruption watchdog of investigations into several former senior officials who have been sacked or jailed for graft, including Sun Zhengcai, once a contender for top leadership who was expelled from the party last month.  Since assuming power five years ago, Xi has mounted a sweeping campaign against deep-rooted corruption, with more than one million people punished and dozens of senior officials jailed. The party has vowed that the campaign, overseen by close Xi ally Wang Qishan, will never end. The Congress will open on Wednesday with a speech by Xi, the party s head, details of which are a closely guarded secret ahead of time but will focus more on ideology than concrete policies. Last October, the party gave Xi the title of  core  leader, a significant strengthening of his position ahead of the Congress, at which a new Standing Committee, the pinnacle of power in China, will be constituted. ",worldnews,"October 16, 2017 "
"Islamic State on verge of defeat after fresh losses in Syria, Iraq","BEIRUT/ERBIL (Reuters) - Islamic State s self-proclaimed caliphate was on the verge of final defeat on Friday, with Syrian government forces capturing its last major city on one side of the border and Iraqi forces taking its last substantial town on the other. The losses on either side of the frontier appear to reduce the caliphate that once ruled over millions of people to a single Syrian border town, a village on a bank of the Euphrates in Iraq and some patches of nearby desert. Officials on both sides of the border said its final defeat could come swiftly, although they still fear it will reconstitute as a guerrilla force, capable of waging attacks without territory to defend. Iraq s Prime Minister Haidar Abadi announced that government forces had captured al-Qaim, the border town where the Euphrates spills from Syria into Iraq. That leaves just the village of Rawa further down river on the opposite bank still in the hands of the ultra-hardline militants, who swept through a third of Iraq in 2014. On the Syrian side, government forces declared victory in Deir al-Zor, the last major city in the country s eastern desert where the militants still had a presence. Government forces are now about 40 km away from Albu Kamal, the Syrian town across the border from al-Qaim, and preparing for a final confrontation. A U.S.-led international coalition which has been bombing Islamic State and supporting ground allies on both sides of the frontier said before the fall of al-Qaim that the militant group had just a few thousand fighters left, holed up in the two towns on either side of the border.  We do expect them now to try to flee, but we are cognisant of that and will do all we can to annihilate IS leaders,  spokesman U.S. Colonel Ryan Dillon said.  As IS continues to be hunted into these smallest areas ... we see them fleeing into the desert and hiding there in an attempt to devolve back into an insurgent terrorist group,  said Dillon.  The idea of IS and the virtual caliphate, that will not be defeated in the near term. There is still going to be an IS threat.  The group s leader, Abu Bakr al-Baghdadi, is believed to be hiding in the desert near the frontier. Driven this year from its two de facto capitals   Iraq s Mosul and Syria s Raqqa   Islamic State has been squeezed into an ever-shrinking pocket of desert straddling the frontier by enemies that include most regional states and global powers. In Iraq, it faces the army and Shi ite armed groups, backed both by the U.S.-led international coalition and by Iran. In Syria, the U.S.-led coalition supports an alliance of Kurdish and Arab militias north and east of the Euphrates, while Iran and Russia support the government of President Bashar al-Assad. On the Syrian side, Friday s government victory at Deir al-Zor, on the west bank of the Euphrates, ended a two month battle for control over the city, the center of Syria s oil production. Islamic State had for years besieged a government enclave there until an army advance relieved it in early September, starting a battle for jihadist-held parts of the city.  The armed forces, in cooperation with allied forces, liberated the city of Deir al-Zor completely from the clutches of the Daesh terrorist organization,  state media reported, using an Arabic acronym for Islamic State. Engineering units were searching streets and buildings in Deir al-Zor for mines and booby traps left behind by Islamic State fighters, a Syrian military source told Reuters. The source added that he did not believe the final battle at the Albu Kamal border town would involve  fierce resistance , as many fighters had been surrendering elsewhere.  Some of them will fight until death, but they will not be able to do anything,  he said.  It is besieged from all directions, there are no supplies, a collapse in morale, and therefore all the organization s elements of strength are finished.  Once Albu Kamal falls,  Daesh will be an organization that will cease to exist as a leadership structure,  the military source said.  It will be tantamount to a group of scattered individuals, it will no longer be an organization with headquarters, with leadership places, with areas it controls.  In Iraq, Abadi congratulated his forces for capturing al-Qaim  in record time  only hours after commanders announced they had entered it. Earlier in the day, they seized the border checkpoint on the road to Albu Kamal in Syria. Iraq s joint operations command said the only territory left to capture is Rawa, a small village on the opposite bank of the Euphrates. Iraq has been carrying out its final campaign to crush the Islamic State caliphate while also mounting a military offensive in the north against Kurds who held an independence referendum in September. ",worldnews,"November 3, 2017 "
Ex-president George H.W. Bush moved to intensive care; wife hospitalized,"(Reuters) - Former U.S. President George H.W. Bush has been moved to an intensive-care unit at a Houston hospital with pneumonia and was resting comfortably after doctors performed a procedure to clear his airway, his office said in a statement on Wednesday. His wife, former first lady Barbara Bush, also was admitted to the same hospital on Wednesday as a precaution after experiencing fatigue and coughing, the office said.  ",politicsNews,"January 18, 2017 "
"White House investigates leaks of Trump calls to Australia, Mexico","WASHINGTON (Reuters) - The White House is looking into how embarrassing details of President Donald Trump’s recent tense phone conversations with his counterparts in Australia and Mexico were leaked to news organizations, White House spokesman Sean Spicer said on Fox News Channel. “The president takes these leaks very seriously,” Spicer said in an interview with Fox News Channel, which on Friday provided a transcript of a segment set to air on Saturday. Trump cut short a phone call with Australian Prime Minister Malcolm Turnbull after an acrimonious discussion about a refugee swap deal, a conversation that threatened ties between the two allies after details appeared in The Washington Post. In an earlier call with Mexican President Enrique Pena Nieto about paying for a wall on the southern U.S. border, Trump said he might send the U.S. military to Mexico to stop drug cartels - details from a transcript obtained by a Mexican news organization Aristegui Noticias and the Associated Press. The White House later said the comments were meant to be lighthearted. “That’s troubling and I think the president has asked the team to look into this because those are very serious implications,” Spicer said. Spicer described the conversations as “candid” but respectful, and has noted that both the Australian and Mexican governments have disputed some of the details. White House officials did not respond to requests for comment on the investigation into the leaks. Trump told politicians and faith leaders at a prayer breakfast that he was having difficult conversations with world leaders as he worked to overhaul immigration rules. “Believe me, when you hear about the tough phone calls I’m having - don’t worry about it. Just don’t worry about it,” Trump told the leaders. ",politicsNews,"February 3, 2017 "
Trump says new trade orders set stage for manufacturing revival,"WASHINGTON (Reuters) - U.S. President Donald Trump on Friday directed his administration to review U.S. trade deficits and clamp down on countries that abuse trade rules in two executive orders he said would start a new chapter for U.S. workers and businesses. “Today I’m signing two executive orders that send this message loud and clear, and that set the stage for a great revival of American manufacturing,” Trump said in the Oval Office. “We’re going to get these bad trade deals straightened out,” Trump said. ",politicsNews,"March 31, 2017 "
Most Britons want May to lead through Brexit process -Telegraph,"(Reuters) - About six in 10 people want British Prime Minister Theresa May to remain in her position until the Brexit process is completed, an ORB poll for the Telegraph showed on Monday. The poll, carried out the weekend following May s speech to the Conservative Party s annual conference, found that 57 percent of voters agreed that the prime minister should stay on at least until Brexit negotiations are completed in March 2019. Only one in five, in a survey of more than 2,000 voters, thought that Foreign Secretary Boris Johnson would make a better replacement to May. May s bid to reassert her dwindling authority seemed to be stymied last week when her speech was interrupted by repeated coughing fits, a prankster, and even letters of her slogan falling off the set behind her. The speech comes just months after a June snap election saw her party lose its majority in parliament days before the opening of formal Brexit talks with the European Union. However, in sharp contrast, the ORB poll for the Telegraph published on Monday showed that just 46 percent of voters thought May was  not fit to lead  and 43 percent disagreed with this statement. Support for May s Conservative Party is currently running at 40 percent in opinion polls, the newspaper said.  Ironically last week may have actually won the PM some more support. Between pranksters, leadership challenges, set failures and a nasty cough it seems that comes  the public have rallied somewhat to her deference,  Johnny Heald, spokesman for pollster ORB International, told the Telegraph. (Corrects number of people surveyed in paragraph 3 to 2,000) ",worldnews,"October 9, 2017 "
"PM May to speak to Trump on Jerusalem, says its status should be determined by negotiation","LONDON (Reuters) - British Prime Minister Theresa May said she intended to speak to U.S. President Donald Trump about the status of Jerusalem, which she said should be determined as part of a settlement between Israel and the Palestinians. May said the ancient city should ultimately be shared between Israel and a future Palestinian state. She said there should be a sovereign and viable Palestinian state as part of a two-state solution.  I m intending to speak to President Trump about this matter,  May said.  The status of Jerusalem should be determined in a negotiated settlement between the Israelis and the Palestinians.   Jerusalem should ultimately form a shared capital between the Israeli and Palestinian states,  May said.  ",worldnews,"December 6, 2017 "
Obama shortens prison sentences of 111 convicts: White House,"WASHINGTON (Reuters) - U.S. President Barack Obama shortened the prison sentences of 111 convicts serving time for drug-related offenses in his second round of clemency grants this month, the White House said on Tuesday. Obama has now granted a total of 673 commutations during his presidency, more than the number granted by the 10 previous presidents combined, as he seeks to reform the criminal justice system, it said.  For some of the convicts, the commutations mean they will serve only half of their original prison sentences. For instance, Sly Stallone Aikens of South Carolina, serving a sentence of 360 months for using and carrying a gun during a drug trafficking crime, will now serve only 180 months. More than one-third of the 673 convicts had been serving life sentences.     Obama has made reducing the number of people serving long sentences for nonviolent drug offenses a priority. It is one of the rare issues where the president gets support from Republican lawmakers. He launched the clemency program in 2014, inviting thousands of drug offenders and others to seek early release. It was the most ambitious such program in 40 years, but it has struggled under a flood of thousands of unprocessed cases. The White House counsel, Neil Eggleston, said he expects Obama will continue to grant commutations through the end of his presidency, which ends on Jan. 20. But only legislation passed by Congress can “achieve the broader reforms needed to ensure our federal sentencing system operates more fairly and effectively,” Eggleston said.  ",politicsNews,"August 30, 2016 "
